"","year","month","plot","point","N.N","temperature_C","volumetric_water_content","chamber_height","flux"
"2765",10,4,3,17,538,25.1,31,5.4,0.416666667
"2766",10,4,3,18,592,25,13,3.2,0.6875
"2767",10,4,3,18,496,25,13,3.2,0.708333333
"2768",10,4,3,19,507,24.8,8,2.4,0.354166667
"2769",10,4,3,19,508,24.8,8,2.4,0.333333333
"2770",10,4,3,20,542,25.2,21,2.3,0.833333333
"2771",10,4,3,20,473,25.2,21,2.3,1.145833333
"2772",10,4,3,21,464,25.4,33,1.7,0.770833333
"2773",10,4,3,21,446,25.4,33,1.7,0.833333333
"2774",10,4,3,22,596,25.1,27,3.3,0.3125
"2775",10,4,3,22,481,25.1,27,3.3,0.333333333
"2776",10,4,3,23,648,25.3,21,4.8,0.645833333
"2777",10,4,3,23,537,25.3,21,4.8,0.645833333
"2778",10,4,3,24,579,25.3,16,6.8,0.895833333
"2779",10,4,3,24,465,25.3,16,6.8,1.421052632
"2780",10,4,3,25,465,25.2,23,2.4,0.833333333
"2781",10,5,3,1,572,24.7,33,3.6,0.4375
"2782",10,5,3,1,572,24.7,33,3.6,0.5
"2783",10,5,3,2,471,24.6,42,4.4,0.520833333
"2784",10,5,3,2,468,24.6,42,4.4,0.520833333
"2785",10,5,3,3,495,24.6,32,4.1,0.5
"2786",10,5,3,3,474,24.6,32,4.1,0.6875
"2787",10,5,3,4,476,24.2,49,5.5,0.333333333
"2788",10,5,3,4,475,24.2,49,5.5,0.354166667
"2789",10,5,3,5,555,24.6,36,4.2,0.395833333
"2790",10,5,3,5,508,24.6,36,4.2,0.5
"2791",10,5,3,6,480,24.6,33,4.7,0.25
"2792",10,5,3,6,494,24.6,33,4.7,0.354166667
"2793",10,5,3,7,564,24.7,20,4.3,0.479166667
"2794",10,5,3,7,479,24.7,20,4.3,0.541666667
"2795",10,5,3,8,529,24.5,30,2.2,0.479166667
"2796",10,5,3,8,639,24.5,30,2.2,0.583333333
"2797",10,5,3,9,455,24.5,27,4.7,0.395833333
"2798",10,5,3,10,493,24.4,30,3.9,0.3125
"2799",10,5,3,10,474,24.4,30,3.9,0.291666667
"2800",10,5,3,11,536,24.7,21,4.6,0.520833333
"2801",10,5,3,11,465,24.7,21,4.6,0.5625
"2802",10,5,3,12,460,24.2,43,3.4,0.270833333
"2803",10,5,3,12,445,24.2,43,3.4,0.25
"2804",10,5,3,13,447,24.3,43,3.8,0.1875
"2805",10,5,3,13,453,24.3,43,3.8,0.208333333
"2806",10,5,3,14,466,25,23,4.9,0.5
"2807",10,5,3,14,492,25,23,4.9,0.479166667
"2808",10,5,3,15,527,24.7,23,4.3,0.5
"2809",10,5,3,15,474,24.7,23,4.3,0.458333333
"2810",10,5,3,16,434,24.9,19,3.2,0.3125
"2811",10,5,3,16,436,24.9,19,3.2,0.25
"2812",10,5,3,17,461,24.9,35,5.5,0.604166667
"2813",10,5,3,17,494,24.9,35,5.5,0.583333333
"2814",10,5,3,18,506,24.6,15,2.8,0.208333333
"2815",10,5,3,18,452,24.6,15,2.8,0.166666667
"2816",10,5,3,19,455,24.2,8,2.5,0.125
"2817",10,5,3,19,453,24.2,8,2.5,0.125
"2818",10,5,3,20,498,24.8,22,2.5,0.104166667
"2819",10,5,3,20,514,24.8,22,2.5,0.020833333
"2820",10,5,3,21,455,25,31,1.7,0.25
"2821",10,5,3,21,501,25,31,1.7,0.1875
"2822",10,5,3,22,479,24.6,30,3.3,0.4375
"2823",10,5,3,22,422,24.6,30,3.3,0.458333333
"2824",10,5,3,23,451,24.8,18,4.9,0.416666667
"2825",10,5,3,23,442,24.8,18,4.9,0.395833333
"2826",10,5,3,24,471,24.8,15,6.7,0.041666667
"2827",10,5,3,24,401,24.8,15,6.7,0.145833333
"2828",10,5,3,25,424,24.9,16,2.2,0.1875
"2829",10,5,4,1,596,NA,NA,NA,0.4375
"2830",10,5,4,1,491,NA,NA,NA,0.479166667
"2831",10,5,4,2,565,NA,NA,NA,0.291666667
"2832",10,5,4,2,566,NA,NA,NA,0.416666667
"2833",10,5,4,3,511,NA,NA,NA,0.458333333
"2834",10,5,4,3,506,NA,NA,NA,0.4375
"2835",10,5,4,4,573,NA,NA,NA,0.416666667
"2836",10,5,4,4,691,NA,NA,NA,0.395833333
"2837",10,5,4,5,472,NA,NA,NA,0.333333333
"2838",10,5,4,5,499,NA,NA,NA,0.395833333
"2839",10,5,4,6,510,NA,NA,NA,0.75
"2840",10,5,4,6,478,NA,NA,NA,0.833333333
"2841",10,5,4,7,498,NA,NA,NA,0.354166667
"2842",10,5,4,7,509,NA,NA,NA,0.395833333
"2843",10,5,4,8,536,NA,NA,NA,1.264705882
"2844",10,5,4,8,484,NA,NA,NA,0.729166667
"2845",10,5,4,9,573,NA,NA,NA,0.604166667
"2846",10,5,4,9,498,NA,NA,NA,0.625
"2847",10,5,4,10,478,NA,NA,NA,0.604166667
"2848",10,5,4,10,511,NA,NA,NA,0.604166667
"2849",10,5,4,11,519,NA,NA,NA,0.5625
"2850",10,5,4,11,505,NA,NA,NA,0.604166667
"2851",10,5,4,12,590,NA,NA,NA,0.291666667
"2852",10,5,4,12,536,NA,NA,NA,0.3125
"2853",10,5,4,13,513,NA,NA,NA,0.541666667
"2854",10,5,4,13,522,NA,NA,NA,0.583333333
"2855",10,5,4,14,511,NA,NA,NA,0.5
"2856",10,5,4,14,465,NA,NA,NA,0.541666667
"2857",10,5,4,15,439,NA,NA,NA,0.395833333
"2858",10,5,4,15,446,NA,NA,NA,0.375
"2859",10,5,4,16,576,NA,NA,NA,0.541666667
"2860",10,5,4,16,531,NA,NA,NA,0.5625
"2861",10,5,4,17,447,NA,NA,NA,0.416666667
"2862",10,5,4,17,461,NA,NA,NA,0.416666667
"2863",10,5,4,18,477,NA,NA,NA,0.395833333
"2864",10,5,4,18,464,NA,NA,NA,0.416666667
"2865",10,5,4,19,489,NA,NA,NA,0.645833333
"2866",10,5,4,19,443,NA,NA,NA,0.708333333
"2867",10,5,4,20,417,NA,NA,NA,0.270833333
"2868",10,5,4,20,410,NA,NA,NA,0.333333333
"2869",10,5,4,21,447,NA,NA,NA,0.583333333
"2870",10,5,4,21,464,NA,NA,NA,0.604166667
"2871",10,5,4,22,499,NA,NA,NA,0.354166667
"2872",10,5,4,22,466,NA,NA,NA,0.416666667
"2873",10,5,4,23,408,NA,NA,NA,0.291666667
"2874",10,5,4,23,422,NA,NA,NA,0.354166667
"2875",10,5,4,24,445,NA,NA,NA,0.291666667
"2876",10,5,4,24,430,NA,NA,NA,0.354166667
"2877",10,5,4,25,415,NA,NA,NA,0.375
"2878",10,6,3,1.1,528,24,25,4.3,0.666666667
"2879",10,6,3,1.2,534,24,25,4.3,0.6875
"2880",10,6,3,2.1,546,23.8,41,4.9,0.520833333
"2881",10,6,3,2.2,541,23.8,41,4.9,0.541666667
"2882",10,6,3,3.1,570,23.7,24,4.7,0.5625
"2883",10,6,3,3.2,483,23.7,24,4.7,1.578947368
"2884",10,6,3,4.1,559,23.8,47,4.9,0.354166667
"2885",10,6,3,4.2,514,23.8,47,4.9,0.416666667
"2886",10,6,3,5.1,510,24.6,29,4.2,NA
"2887",10,6,3,5.2,516,24.6,29,4.2,0.541666667
"2888",10,6,3,6.1,521,24.6,27,5.8,0.333333333
"2889",10,6,3,6.2,533,24.6,27,5.8,0.416666667
"2890",10,6,3,7.1,479,24.7,16,4.6,0.583333333
"2891",10,6,3,7.2,468,24.7,16,4.6,0.625
"2892",10,6,3,8.1,518,24.5,21,2.3,0.770833333
"2893",10,6,3,8.2,477,24.5,21,2.3,1.083333333
"2894",10,6,3,9.1,464,24.4,30,5.1,0.354166667
"2895",10,6,3,9.2,447,24.4,30,5.1,0.375
"2896",10,6,3,10.1,448,24.4,26,3.9,0.1875
"2897",10,6,3,10.2,436,24.4,26,3.9,0.166666667
"2898",10,6,3,11.1,481,24.9,14,5.1,0.541666667
"2899",10,6,3,11.2,469,24.9,14,5.1,0.604166667
"2900",10,6,3,13.1,452,24.5,35,3.8,0.166666667
"2901",10,6,3,13.2,464,24.5,35,3.8,0.1875
"2902",10,6,3,14.1,476,24.6,16,4.9,0.5625
"2903",10,6,3,14.2,537,24.6,16,4.9,0.5625
"2904",10,6,3,15.1,474,24.8,21,4.9,0.479166667
"2905",10,6,3,15.2,452,24.8,21,4.9,0.5
"2906",10,6,3,16.1,514,25.1,18,3.1,0.9375
"2907",10,6,3,16.2,442,25.1,18,3.1,1.344827586
"2908",10,6,3,17.1,445,24.8,30,6.3,0.583333333
"2909",10,6,3,17.2,491,24.8,30,6.3,0.5625
"2910",10,6,3,18.1,466,24.7,14,3,0.5625
"2911",10,6,3,18.2,452,24.7,14,3,0.645833333
"2912",10,6,3,19.1,453,24.5,6,2.7,0.291666667
"2913",10,6,3,19.2,443,24.5,6,2.7,0.291666667
"2914",10,6,3,20.1,441,25,18,2.5,0.6875
"2915",10,6,3,20.2,440,25,18,2.5,0.75
"2916",10,6,3,21.1,461,25.3,27,2.1,0.604166667
"2917",10,6,3,21.2,440,25.3,27,2.1,0.75
"2918",10,6,3,22.1,488,24.9,29,4,0.770833333
"2919",10,6,3,22.2,442,24.9,29,4,0.291666667
"2920",10,6,3,23.1,468,25.3,17,4.9,0.833333333
"2921",10,6,3,23.2,454,25.3,17,4.9,1.041666667
"2922",10,6,3,24.1,444,24.9,14,7.3,1.145833333
"2923",10,6,3,24.2,466,24.9,14,7.3,0.6875
"2924",10,6,3,25.1,474,25,12,2.6,0.895833333
"2925",10,6,4,1.1,482,25.8,6,2.8,0.395833333
"2926",10,6,4,1.2,499,25.8,6,2.8,0.416666667
"2927",10,6,4,2.1,497,25.8,28,5.8,0.354166667
"2928",10,6,4,2.2,471,25.8,28,5.8,0.375
"2929",10,6,4,3.1,523,25.8,6,2.8,0.375
"2930",10,6,4,3.2,556,25.8,6,2.8,0.354166667
"2931",10,6,4,4.1,580,25.6,5,3,0.333333333
"2932",10,6,4,4.2,550,25.6,5,3,0.416666667
"2933",10,6,4,5.1,496,25.6,5,3.7,0.270833333
"2934",10,6,4,5.2,501,25.6,5,3.7,0.3125
"2935",10,6,4,6.1,511,26.1,7,2.7,0.583333333
"2936",10,6,4,6.2,471,26.1,7,2.7,0.583333333
"2937",10,6,4,7.1,494,25.8,11,4.7,0.395833333
"2938",10,6,4,7.2,498,25.8,11,4.7,0.416666667
"2939",10,6,4,8.1,563,25.8,9,3.5,0.604166667
"2940",10,6,4,8.2,452,25.8,9,3.5,0.791666667
"2941",10,6,4,9.1,491,25.8,7,2.6,0.520833333
"2942",10,6,4,9.2,495,25.8,7,2.6,0.541666667
"2943",10,6,4,10.1,690,25.7,5,3.5,0.4375
"2944",10,6,4,10.2,572,25.7,5,3.5,0.5625
"2945",10,6,4,11.1,557,25.8,5,2.8,0.520833333
"2946",10,6,4,11.2,566,25.8,5,2.8,0.520833333
"2947",10,6,4,12.1,559,26,5,7.1,0.354166667
"2948",10,6,4,12.2,509,26,5,7.1,0.375
"2949",10,6,4,13.1,544,25.8,7,4.2,0.5
"2950",10,6,4,13.2,445,25.8,7,4.2,0.5625
"2951",10,6,4,14.1,482,25.9,4,4.3,0.541666667
"2952",10,6,4,14.2,495,25.9,4,4.3,0.604166667
"2953",10,6,4,15.1,521,25.9,6,3.9,0.416666667
"2954",10,6,4,15.2,492,25.9,6,3.9,0.520833333
"2955",10,6,4,16.1,602,25.8,4,3.9,0.625
"2956",10,6,4,16.2,495,25.8,4,3.9,0.645833333
"2957",10,6,4,17.1,436,26,4,4,0.416666667
"2958",10,6,4,17.2,420,26,4,4,0.458333333
"2959",10,6,4,18.1,495,25.9,5,3.1,0.395833333
"2960",10,6,4,18.2,458,25.9,5,3.1,0.4375
"2961",10,6,4,19.1,559,26.5,10,1.1,0.75
"2962",10,6,4,19.2,515,26.5,10,1.1,0.770833333
"2963",10,6,4,20.1,473,25.8,4,4.2,0.375
"2964",10,6,4,20.2,464,25.8,4,4.2,0.395833333
"2965",10,6,4,21.1,498,26.1,6,2.2,0.645833333
"2966",10,6,4,21.2,517,26.1,6,2.2,0.708333333
"2967",10,6,4,21.1,519,26,5,4.6,0.541666667
"2968",10,6,4,21.2,487,26,5,4.6,0.541666667
"2969",10,6,4,23.1,492,26,5,4.2,0.416666667
"2970",10,6,4,23.2,603,26,5,4.2,0.354166667
"2971",10,6,4,24.1,484,26,6,5.5,0.333333333
"2972",10,6,4,24.2,551,26,6,5.5,0.375
"2973",10,6,4,25.1,490,26.4,7,3.6,0.4375
"2974",10,7,3,1.1,523,24,33,3.8,0.479166667
"2975",10,7,3,1.2,529,24,33,3.8,0.5625
"2976",10,7,3,2.1,558,23.8,37,5.2,0.458333333
"2977",10,7,3,2.2,581,23.8,37,5.2,0.479166667
"2978",10,7,3,3.1,562,23.7,26,4.9,0.5625
"2979",10,7,3,3.2,649,23.7,26,4.9,1.104166667
"2980",10,7,3,4.1,595,23.8,49,5.1,0.395833333
"2981",10,7,3,4.2,524,23.8,49,5.1,0.375
"2982",10,7,3,5.1,510,24.3,38,3.9,0.5
"2983",10,7,3,5.2,530,24.3,38,3.9,0.625
"2984",10,7,3,6.1,482,24.2,29,5.3,0.354166667
"2985",10,7,3,6.2,544,24.2,29,5.3,0.395833333
"2986",10,7,3,7.1,508,24.1,22,5.1,0.5625
"2987",10,7,3,7.2,477,24.1,22,5.1,0.625
"2988",10,7,3,8.1,513,24,32,3.2,0.645833333
"2989",10,7,3,8.2,483,24,32,3.2,0.770833333
"2990",10,7,3,9.1,481,23.9,39,5,0.3125
"2991",10,7,3,9.2,501,23.9,39,5,0.333333333
"2992",10,7,3,10.1,480,23.9,35,3.7,0.25
"2993",10,7,3,10.2,490,23.9,35,3.7,0.25
"2994",10,7,3,11.1,574,24,18,6,0.583333333
"2995",10,7,3,11.2,525,24,18,6,0.8125
"2996",10,7,3,13.1,470,23.8,44,4,0.145833333
"2997",10,7,3,13.2,469,23.8,44,4,0.166666667
"2998",10,7,3,14.1,538,24.7,23,5.7,0.583333333
"2999",10,7,3,14.2,527,24.7,23,5.7,0.5625
"3000",10,7,3,15.1,651,24.5,37,4.5,0.520833333
"3001",10,7,3,15.2,517,24.5,37,4.5,0.625
"3002",10,7,3,16.1,541,24.7,24,3.7,0.666666667
"3003",10,7,3,16.2,474,24.7,24,3.7,0.979166667
"3004",10,7,3,17.1,477,24.2,35,6.5,0.3125
"3005",10,7,3,17.2,503,24.2,35,6.5,0.354166667
"3006",10,7,3,18.1,501,24.8,14,3.6,0.666666667
"3007",10,7,3,18.2,471,24.8,14,3.6,0.666666667
"3008",10,7,3,19.1,448,24.4,16,2.7,0.270833333
"3009",10,7,3,19.2,449,24.4,16,2.7,0.291666667
"3010",10,7,3,20.1,463,25,20,2.7,0.645833333
"3011",10,7,3,20.2,472,25,20,2.7,0.6875
"3012",10,7,3,21.1,495,25.2,29,2.5,0.520833333
"3013",10,7,3,21.2,536,25.2,29,2.5,0.604166667
"3014",10,7,3,22.1,540,24.7,34,3.9,0.375
"3015",10,7,3,22.2,484,24.7,34,3.9,0.354166667
"3016",10,7,3,23.1,463,24.7,26,5.6,0.479166667
"3017",10,7,3,23.2,506,24.7,26,5.6,0.520833333
"3018",10,7,3,24.1,559,25.2,21,8,0.458333333
"3019",10,7,3,24.2,516,25.2,21,8,0.520833333
"3020",10,7,3,25.1,462,24.8,20,3.8,0.5
"3021",10,7,4,1.1,456,25,10,3,0.604166667
"3022",10,7,4,1.2,475,25,10,3,0.520833333
"3023",10,7,4,2.1,483,24.9,22,5.5,0.375
"3024",10,7,4,2.2,563,24.9,22,5.5,0.354166667
"3025",10,7,4,3.1,480,24.7,14,3.5,0.479166667
"3026",10,7,4,3.2,476,24.7,14,3.5,0.520833333
"3027",10,7,4,4.1,474,24.5,9,2.9,0.416666667
"3028",10,7,4,4.2,472,24.5,9,2.9,0.4375
"3029",10,7,4,5.1,439,24.4,10,3.1,0.375
"3030",10,7,4,5.2,453,24.4,10,3.1,0.395833333
"3031",10,7,4,6.1,471,24.8,14,2.6,0.8125
"3032",10,7,4,6.2,477,24.8,14,2.6,0.791666667
"3033",10,7,4,7.1,448,24.6,16,4.3,0.4375
"3034",10,7,4,7.2,454,24.6,16,4.3,0.5
"3035",10,7,4,8.1,467,24.7,15,3,0.854166667
"3036",10,7,4,8.2,469,24.7,15,3,0.854166667
"3037",10,7,4,9.1,469,24.6,15,2.5,0.541666667
"3038",10,7,4,9.2,477,24.6,15,2.5,0.5
"3039",10,7,4,10.1,432,24.5,15,3,0.5625
"3040",10,7,4,10.2,450,24.5,15,3,0.604166667
"3041",10,7,4,11.1,477,24.6,10,2.8,0.583333333
"3042",10,7,4,11.2,474,24.6,10,2.8,0.5625
"3043",10,7,4,12.1,537,24.4,10,6.8,0.291666667
"3044",10,7,4,12.2,454,24.4,10,6.8,0.145833333
"3045",10,7,4,13.1,500,24.4,12,3.8,0.645833333
"3046",10,7,4,13.2,457,24.4,12,3.8,0.791666667
"3047",10,7,4,14.1,480,24.4,9,4.5,0.666666667
"3048",10,7,4,14.2,465,24.4,9,4.5,0.6875
"3049",10,7,4,15.1,450,24.4,13,3.3,0.4375
"3050",10,7,4,15.2,470,24.4,13,3.3,0.479166667
"3051",10,7,4,16.1,520,24.6,8,4.5,0.708333333
"3052",10,7,4,16.2,487,24.6,8,4.5,0.75
"3053",10,7,4,17.1,452,24.4,10,3.5,0.4375
"3054",10,7,4,17.2,451,24.4,10,3.5,0.4375
"3055",10,7,4,18.1,461,24.4,9,3.4,0.520833333
"3056",10,7,4,18.2,448,24.4,9,3.4,0.5
"3057",10,7,4,19.1,723,24.8,19,1.4,0.875
"3058",10,7,4,19.2,459,24.8,19,1.4,1.0625
"3059",10,7,4,20.1,481,24.2,8,4.2,0.4375
"3060",10,7,4,20.2,549,24.2,8,4.2,0.416666667
"3061",10,7,4,21.1,470,24.8,10,1.9,1.083333333
"3062",10,7,4,21.2,462,24.8,10,1.9,0.9375
"3063",10,7,4,22.1,474,24.4,9,4.5,0.5625
"3064",10,7,4,22.2,488,24.4,9,4.5,0.5
"3065",10,7,4,23.1,466,24.4,11,4,0.5625
"3066",10,7,4,23.2,461,24.4,11,4,0.583333333
"3067",10,7,4,24.1,469,24.3,9,5.7,0.4375
"3068",10,7,4,24.2,464,24.3,9,5.7,0.458333333
"3069",10,7,4,25.1,448,24.8,12,3.9,0.520833333
"3070",10,8,3,1.1,656,25.7,17,5,NA
"3071",10,8,3,1.2,494,25.7,17,5,0.520833333
"3072",10,8,3,2.1,563,25.5,16,5.3,0.348837209
"3073",10,8,3,2.2,501,25.5,16,5.3,0.395833333
"3074",10,8,3,3.1,539,25.9,12,4.7,0.458333333
"3075",10,8,3,3.2,481,25.9,12,4.7,0.5625
"3076",10,8,3,4.1,513,25.4,33,5,0.3125
"3077",10,8,3,4.2,491,25.4,33,5,0.375
"3078",10,8,3,5.1,494,25.5,14,5,0.354166667
"3079",10,8,3,5.2,582,25.5,14,5,NA
"3080",10,8,3,6.1,540,25.6,14,5.4,NA
"3081",10,8,3,6.2,452,25.6,14,5.4,0.333333333
"3082",10,8,3,7.1,631,25.7,11,4.2,NA
"3083",10,8,3,7.2,466,25.7,11,4.2,0.479166667
"3084",10,8,3,8.1,564,25.6,11,2.5,0.291666667
"3085",10,8,3,8.2,645,25.6,11,2.5,-0.4
"3086",10,8,3,8.2,485,NA,NA,NA,0.4375
"3087",10,8,3,9.1,490,25.4,19,5.2,0.291666667
"3088",10,8,3,9.2,474,25.4,19,5.2,0.333333333
"3089",10,8,3,10.1,553,25.6,26,4.1,NA
"3090",10,8,3,10.2,443,25.6,26,4.1,0.270833333
"3091",10,8,3,11.1,479,25.8,11,5.5,0.520833333
"3092",10,8,3,11.2,593,25.8,11,5.5,NA
"3093",10,8,3,12.1,458,26,16,4.8,0.291666667
"3094",10,8,3,12.2,461,26,16,4.8,0.270833333
"3095",10,8,3,13.1,439,25.5,30,4.1,0.25
"3096",10,8,3,13.2,421,25.5,30,4.1,0.333333333
"3097",10,8,3,14.1,514,26.2,21,5.2,NA
"3098",10,8,3,14.1,567,26.2,21,5.2,0.520833333
"3099",10,8,3,14.2,497,NA,NA,NA,0.5625
"3100",10,8,3,15.1,765,26,11,4.5,NA
"3101",10,8,3,15.2,539,26,11,4.5,0.5
"3102",10,8,3,16.1,675,26.2,11,2.5,0.604166667
"3103",10,8,3,16.2,478,26.2,11,2.5,0.75
"3104",10,8,3,17.1,512,25.8,32,5,0.3125
"3105",10,8,3,17.2,478,25.8,32,5,0.4375
"3106",10,8,3,18.1,492,25.8,6,3.5,0.520833333
"3107",10,8,3,18.2,544,25.8,6,3.5,0.5
"3108",10,8,3,19.1,549,25.8,6,2.1,NA
"3109",10,8,3,19.2,463,25.8,6,2.1,0.3125
"3110",10,8,3,20.1,593,26.5,10,1.9,0.458333333
"3111",10,8,3,20.2,503,26.5,10,1.9,0.5625
"3112",10,8,3,21.1,496,26,14,3.2,0.395833333
"3113",10,8,3,21.2,456,26,14,3.2,0.479166667
"3114",10,8,3,22.1,469,26.1,19,5.1,0.333333333
"3115",10,8,3,22.2,476,26.1,19,5.1,0.395833333
"3116",10,8,3,23.1,509,26.2,15,6.7,0.291666667
"3117",10,8,3,23.2,486,26.2,15,6.7,0.375
"3118",10,8,3,24.1,498,26,7,7.3,0.291666667
"3119",10,8,3,24.2,563,26,7,7.3,NA
"3120",10,8,3,25.1,436,26.1,10,2.6,0.458333333
"3121",10,8,4,1.1,535,26.6,4,4,0.4375
"3122",10,8,4,1.2,548,26.6,4,4,0.479166667
"3123",10,8,4,2.1,476,25.9,24,5.8,0.354166667
"3124",10,8,4,2.2,507,25.9,24,5.8,0.3125
"3125",10,8,4,3.1,468,26,11,2.8,0.395833333
"3126",10,8,4,3.2,463,26,11,2.8,0.354166667
"3127",10,8,4,4.1,504,26.8,4,3.7,0.3125
"3128",10,8,4,4.2,446,26.8,4,3.7,0.333333333
"3129",10,8,4,5.1,460,26.2,7,3.7,0.9375
"3130",10,8,4,5.2,650,26.2,7,3.7,0.666666667
"3131",10,8,4,6.1,451,26.5,7,2.6,0.541666667
"3132",10,8,4,6.2,490,26.5,7,2.6,0.5
"3133",10,8,4,7.1,599,25.8,8,3.7,0.75
"3134",10,8,4,7.2,499,25.8,8,3.7,0.979166667
"3135",10,8,4,7.2,451,NA,NA,NA,0.833333333
"3136",10,8,4,8.1,443,26.3,4,2.9,0.4375
"3137",10,8,4,8.2,438,26.3,4,2.9,0.4375
"3138",10,8,4,9.1,475,25.7,5,2.8,0.520833333
"3139",10,8,4,9.2,460,25.7,5,2.8,0.541666667
"3140",10,8,4,10.1,438,25.5,9,3.7,0.541666667
"3141",10,8,4,10.2,464,25.5,9,3.7,0.5625
"3142",10,8,4,11.1,448,26.2,6,3.1,0.375
"3143",10,8,4,11.2,437,26.2,6,3.1,0.395833333
"3144",10,8,4,12.1,442,25.7,5,7.2,0.5
"3145",10,8,4,12.2,430,25.7,5,7.2,0.5625
"3146",10,8,4,13.1,462,25.6,5,4.6,0.625
"3147",10,8,4,13.2,431,25.6,5,4.6,0.604166667
"3148",10,8,4,14.1,445,25.9,13,3.9,0.541666667
"3149",10,8,4,14.2,437,25.9,13,3.9,0.541666667
"3150",10,8,4,15.1,635,25.6,7,3.9,0.291666667
"3151",10,8,4,15.2,455,25.6,7,3.9,0.395833333
"3152",10,8,4,16.1,504,25.9,7,4.8,0.6875
"3153",10,8,4,16.2,432,25.9,7,4.8,0.770833333
"3154",10,8,4,17.1,450,25.3,4,4,0.5
"3155",10,8,4,17.2,569,25.3,4,4,0.395833333
"3156",10,8,4,18.1,542,25.6,6,3.7,0.4375
"3157",10,8,4,18.2,453,25.6,6,3.7,0.5
"3158",10,8,4,19.1,449,26.4,4,2.5,1.147058824
"3159",10,8,4,19.2,449,26.4,4,2.5,1.125
"3160",10,8,4,20.1,441,25.1,6,4.6,0.458333333
"3161",10,8,4,20.2,448,25.1,6,4.6,0.458333333
"3162",10,8,4,21.1,472,25.7,11,2.7,0.895833333
"3163",10,8,4,21.2,543,25.7,11,2.7,0.729166667
"3164",10,8,4,22.1,496,25.5,7,5.4,0.6875
"3165",10,8,4,22.2,459,25.5,7,5.4,0.708333333
"3166",10,8,4,23.1,536,25.2,6,3.6,0.625
"3167",10,8,4,23.2,435,25.2,6,3.6,0.625
"3168",10,8,4,23.2,470,NA,NA,NA,0.6875
"3169",10,8,4,24.1,468,25.3,4,5.6,0.4375
"3170",10,8,4,24.2,450,25.3,4,5.6,0.458333333
"3171",10,8,4,25.1,456,25.5,7,3.3,0.541666667
"3172",10,9,3,1.1,502,25.9,15,4.5,0.604166667
"3173",10,9,3,1.2,500,25.9,15,4.5,0.625
"3174",10,9,3,2.1,578,25.5,17,5.8,0.5
"3175",10,9,3,2.2,536,25.5,17,5.8,0.520833333
"3176",10,9,3,3.1,589,25.4,15,5.3,0.5625
"3177",10,9,3,3.2,572,25.4,15,5.3,0.625
"3178",10,9,3,4.1,569,25.5,27,5.4,0.291666667
"3179",10,9,3,4.2,549,25.5,27,5.4,0.333333333
"3180",10,9,3,5.1,480,25.5,18,5.2,0.541666667
"3181",10,9,3,5.2,457,25.5,18,5.2,0.541666667
"3182",10,9,3,6.1,502,25.4,16,5.5,0.416666667
"3183",10,9,3,6.2,532,25.4,16,5.5,0.4375
"3184",10,9,3,7.1,489,25.7,10,4.5,0.5625
"3185",10,9,3,7.2,486,25.7,10,4.5,0.604166667
"3186",10,9,3,8.1,458,25.5,12,3.2,0.395833333
"3187",10,9,3,8.2,462,25.5,12,3.2,0.479166667
"3188",10,9,3,9.1,605,25.7,18,5.5,0.354166667
"3189",10,9,3,9.2,483,25.7,18,5.5,0.458333333
"3190",10,9,3,10.1,459,25.7,23,4.3,0.229166667
"3191",10,9,3,10.2,421,25.7,23,4.3,0.291666667
"3192",10,9,3,11.1,480,25.4,19,5.3,0.645833333
"3193",10,9,3,11.2,469,25.4,19,5.3,0.708333333
"3194",10,9,3,12.1,420,25.4,14,4.5,0.125
"3195",10,9,3,12.2,432,25.4,14,4.5,0.166666667
"3196",10,9,3,13.1,443,25.4,27,4.5,0.270833333
"3197",10,9,3,13.2,459,25.4,27,4.5,NA
"3198",10,9,3,13.2,437,NA,NA,NA,0.291666667
"3199",10,9,3,14.1,468,25.3,17,5.3,0.604166667
"3200",10,9,3,14.2,556,25.3,17,5.3,0.520833333
"3201",10,9,3,15.1,477,25.4,12,4.7,0.5
"3202",10,9,3,15.2,440,25.4,12,4.7,0.5
"3203",10,9,3,16.1,441,25.3,9,2.8,0.791666667
"3204",10,9,3,16.2,446,25.3,9,2.8,0.833333333
"3205",10,9,3,17.1,471,25.2,25,5.4,0.229166667
"3206",10,9,3,17.2,458,25.2,25,5.4,0.333333333
"3207",10,9,3,18.1,515,25.4,5,3.9,0.541666667
"3208",10,9,3,18.2,500,25.4,5,3.9,0.729166667
"3209",10,9,3,19.1,460,25.3,7,2.3,0.291666667
"3210",10,9,3,19.2,475,25.3,7,2.3,0.3125
"3211",10,9,3,20.1,535,25.7,9,2.2,0.583333333
"3212",10,9,3,20.2,561,25.7,9,2.2,0.645833333
"3213",10,9,3,21.1,490,25.6,7,3.5,0.395833333
"3214",10,9,3,21.2,458,25.6,7,3.5,0.583333333
"3215",10,9,3,22.1,447,25.4,26,5.5,0.8125
"3216",10,9,3,22.2,469,25.4,26,5.5,0.479166667
"3217",10,9,3,23.1,466,25.7,12,7,0.75
"3218",10,9,3,23.2,469,25.7,12,7,0.666666667
"3219",10,9,3,24.1,491,25.6,5,7.2,0.8125
"3220",10,9,3,24.2,513,25.6,5,7.2,1.125
"3221",10,9,3,25.1,466,25.4,7,2.9,0.770833333
"3222",10,9,4,1.1,504,25.7,6,4.2,0.354166667
